"","code_id","type_id","group_id","code_name","group_name","specific_type_id"
"746","G8041","HCPC","XX0000","Clinician documented that coronary artery disease patient was not eligible candidate for low-density lipoprotein measure","Ungrouped Codes",""
"747","G8051","HCPC","XX0000","Patient (female) documented to have been assessed for osteoporosis","Ungrouped Codes",""
"748","G8052","HCPC","XX0000","Patient (female) not documented to have been assessed for osteoporosis","Ungrouped Codes",""
"749","G8053","HCPC","XX0000","Clinician documented that (female) patient was not an eligible candidate for osteoporosis assessment measure","Ungrouped Codes",""
"750","G8054","HCPC","XX0000","Patient not documented for the assessment for falls within last 12 months","Ungrouped Codes",""
"751","G8055","HCPC","XX0000","Patient documented for the assessment for falls within last 12 months","Ungrouped Codes",""
"752","G8056","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for the falls assessment measure within the last 12 months","Ungrouped Codes",""
"753","G8057","HCPC","XX0000","Patient documented to have received hearing assessment","Ungrouped Codes",""
"754","G8058","HCPC","XX0000","Patient not documented to have received hearing assessment","Ungrouped Codes",""
"755","G8059","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for hearing assessment measure","Ungrouped Codes",""
"756","G8060","HCPC","XX0000","Patient documented for the assessment of urinary incontinence","Ungrouped Codes",""
"757","G8061","HCPC","XX0000","Patient not documented for the assessment of urinary incontinence","Ungrouped Codes",""
"758","G8062","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for urinary incontinence assessment measure","Ungrouped Codes",""
"759","G8075","HCPC","XX0000","ESRD patient with documented dialysis dose of URR greater than or equal to 65% (or Kt/ V greater than or equal to 1.2)","Ungrouped Codes",""
"760","G8076","HCPC","XX0000","ESRD patient with documented dialysis dose of URR less than 65% (or Kt/V less than 1.2)","Ungrouped Codes",""
"761","G8077","HCPC","XX0000","Clinician documented that ESRD patient was not an eligible candidate for URR or Kt/V measure","Ungrouped Codes",""
"762","G8078","HCPC","XX0000","ESRD patient with documented hematocrit greater than or equal to 33 (or hemoglobin greater than or equal to 11)","Ungrouped Codes",""
"763","G8079","HCPC","XX0000","ESRD patient with documented hematocrit less than 33 (or hemoglobin less than 11)","Ungrouped Codes",""
"764","G8080","HCPC","XX0000","Clinician documented that ESRD patient was not an eligible candidate for hematocrit (hemoglobin) measure","Ungrouped Codes",""
"765","G8081","HCPC","XX0000","ESRD patient requiring hemodialysis vascular access documented to have received autogenous AV fistula","Ungrouped Codes",""
"766","G8082","HCPC","XX0000","ESRD patient requiring hemodialysis documented to have received vascular access other than autogenous AV fistula","Ungrouped Codes",""
"767","G8085","HCPC","XX0000","ESRD patient requiring hemodialysis vascular access was not an eligible candidate for autogenous AV fistula","Ungrouped Codes",""
"768","G8093","HCPC","XX0000"," Newly diagnosed chronic obstructive pulmonary disease (COPD) patient documented to have received smoking cessation intervention, within 3 months of diagnosis","Ungrouped Codes",""
"769","G8094","HCPC","XX0000"," Newly diagnosed chronic obstructive pulmonary disease (COPD) patient not documented to have received smoking cessation intervention, within 3 months of diagnosis","Ungrouped Codes",""
"770","G8099","HCPC","XX0000","Osteoporosis patient documented to have been prescribed calcium and vitamin D supplements","Ungrouped Codes",""
"771","G8100","HCPC","XX0000","Clinician documented that osteoporosis patient was not an eligible candidate for calcium and vitamin D supplement measure","Ungrouped Codes",""
"772","G8103","HCPC","XX0000","Newly diagnosed osteoporosis patients documented to have been treated with antiresorptive therapy and/or PTH within 3 months of diagnosis","Ungrouped Codes",""
"773","G8104","HCPC","XX0000","Clinician documented that newly diagnosed osteoporosis patient was not an eligible candidate for antiresorptive therapy and/or PTH treatment measure within 3 months of diagnosis","Ungrouped Codes",""
"774","G8106","HCPC","XX0000"," Within 6 months of suffering a nontraumatic fracture, female patient 65 years of age or older documented to have undergone bone mineral density testing or to have been prescribed a drug to treat or prevent osteoporosis","Ungrouped Codes",""
"775","G8107","HCPC","XX0000","Clinician documented that female patient 65 years of age or older who suffered a nontraumatic fracture within the last 6 months was not an eligible candidate for measure to test bone mineral density or drug to treat or prevent osteoporosis","Ungrouped Codes",""
"776","G8108","HCPC","XX0000","Patient documented to have received influenza vaccination during influenza season","Ungrouped Codes",""
"777","G8109","HCPC","XX0000","Patient not documented to have received influenza vaccination during influenza season","Ungrouped Codes",""
"778","G8110","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for influenza vaccination measure","Ungrouped Codes",""
"779","G8111","HCPC","XX0000","Patient (female) documented to have received a mammogram during the measurement year or prior year to the measurement year","Ungrouped Codes",""
"780","G8112","HCPC","XX0000","Patient (female) not documented to have received a mammogram during the measurement year or prior year to the measurement year","Ungrouped Codes",""
"781","G8113","HCPC","XX0000","Clinician documented that female patient was not an eligible candidate for mammography measure","Ungrouped Codes",""
"782","G8114","HCPC","XX0000"," Clinician did not provide care to patient for the required time of mammography measure (i.e., measurement year or prior year)","Ungrouped Codes",""
"783","G8115","HCPC","XX0000","Patient documented to have received pneumococcal vaccination","Ungrouped Codes",""
"784","G8116","HCPC","XX0000","Patient not documented to have received pneumococcal vaccination","Ungrouped Codes",""
"785","G8117","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for pneumococcal vaccination measure","Ungrouped Codes",""
"786","G8126","HCPC","CT19304","Patient with a diagnosis of major depression documented as being treated with antidepressant medication during the entire 84 day (12 week) acute treatment phase","Psychiatry Services",""
"787","G8127","HCPC","CT19304","Patient with a diagnosis of major depression not documented as being treated with antidepressant medication during the entire 84 day (12 week) acute treatment phase","Psychiatry Services",""
"788","G8128","HCPC","CT99198","clinician documented that patient was not an eligible candidate for antidepressant medication during the entire 12 week acute treatment phase measure","PQRI",""
"789","G8129","HCPC","CT19304","Patient documented as being treated with antidepressant medication for at least 6 months continuous treatment phase","Psychiatry Services",""
"790","G8130","HCPC","XX0000","Patient not documented as being treated with antidepressant medication for at least 6 months continuous treatment phase","Ungrouped Codes",""
"791","G8131","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for antidepressant medication for continuous treatment phase","Ungrouped Codes",""
"792","G8152","HCPC","XX0000","Patient documented to have received antibiotic prophylaxis one hour prior to incision time (2 hours for vancomycin)","Ungrouped Codes",""
"793","G8153","HCPC","XX0000","Patient not documented to have received antibiotic prophylaxis one hour prior to incision time (2 hours for vancomycin)","Ungrouped Codes",""
"794","G8154","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for antibiotic prophylaxis one hour prior to incision time (2 hours for vancomycin) measure","Ungrouped Codes",""
"795","G8155","HCPC","XX0000","Patient with documented receipt of thromboembolism prophylaxis","Ungrouped Codes",""
"796","G8156","HCPC","XX0000","Patient without documented receipt of thromboembolism prophylaxis","Ungrouped Codes",""
"797","G8157","HCPC","XX0000","Clinician documented that patient was not an eligible candidate for thromboembolism prophylaxis measure","Ungrouped Codes",""
"798","G8159","HCPC","XX0000","Patient documented to have received coronary artery bypass graft without use of internal mammary artery","Ungrouped Codes",""
"799","G8162","HCPC","XX0000","Patient with isolated coronary artery bypass graft not documented to have received preoperative beta-blockade","Ungrouped Codes",""
"800","G8164","HCPC","XX0000","Patient with isolated coronary artery bypass graft documented to have prolonged intubation","Ungrouped Codes",""
"801","G8165","HCPC","XX0000","Patient with isolated coronary artery bypass graft not documented to have prolonged intubation","Ungrouped Codes",""
"802","G8166","HCPC","XX0000","Patient with isolated coronary artery bypass graft documented to have required surgical re-exploration","Ungrouped Codes",""
"803","G8167","HCPC","XX0000","Patient with isolated coronary artery bypass graft did not require surgical re-exploration","Ungrouped Codes",""
"804","G8170","HCPC","XX0000","Patient with isolated coronary artery bypass graft documented to have been discharged on aspirin or clopidogrel","Ungrouped Codes",""
"805","G8171","HCPC","XX0000","Patient with isolated coronary artery bypass graft not documented to have been discharged on aspirin or clopidogrel","Ungrouped Codes",""
"806","G8172","HCPC","XX0000","Clinician documented that patient with isolated coronary artery bypass graft was not an eligible candidate for antiplatelet therapy at discharge measure","Ungrouped Codes",""
"807","G8182","HCPC","XX0000","Clinician has not provided care for the cardiac patient for the required time for low-density lipoprotein measure (6 months)","Ungrouped Codes",""
"808","G8183","HCPC","XX0000","Patient with heart failure and atrial fibrillation documented to be on warfarin therapy","Ungrouped Codes",""
